is_tv_show,Release_Date_norm,rating_level_norm,duration_norm,genre_international_movies,genre_dramas,genre_comedies,genre_international_tv_shows,genre_documentaries,genre_action_and_adventure,genre_tv_dramas,genre_independent_movies,genre_children_and_family_movies,genre_romantic_movies
1,0.7692307692307693,1.0,0.0,0,0,0,0,0,0,0,0,0,0
0,0.9230769230769231,1.0,0.1941747572815534,0,0,0,0,0,0,0,0,0,0
1,0.6153846153846154,0.5,0.0,0,0,0,1,0,0,0,0,0,0
1,0.9230769230769231,0.5,0.0,0,0,0,1,0,0,0,0,0,0
0,0.8461538461538461,0.5,0.3333333333333333,0,1,0,0,0,0,0,0,0,1
1,0.9230769230769231,1.0,0.06666666666666667,0,0,1,1,0,0,0,0,0,0
0,0.8461538461538461,0.5,0.11326860841423948,0,0,0,0,1,0,0,0,0,0
0,0.8461538461538461,0.5,0.2912621359223301,0,0,0,0,1,0,0,0,0,0
0,0.7692307692307693,1.0,0.27184466019417475,0,0,0,0,1,0,0,0,0,0
0,0.8461538461538461,0.5,0.07119741100323625,1,0,0,0,1,0,0,0,0,0
0,0.9230769230769231,0.75,0.3300970873786408,0,1,0,0,0,0,0,0,0,1
0,0.9230769230769231,0.75,0.29449838187702265,0,1,0,0,0,0,0,0,0,0
0,0.9230769230769231,1.0,0.3365695792880259,0,1,0,0,0,0,0,1,0,0
0,0.7692307692307693,0.75,0.2783171521035599,0,0,0,0,0,1,0,0,0,0
1,0.6923076923076923,0.75,0.0,0,1,0,1,0,0,1,0,0,0
0,0.8461538461538461,1.0,0.28802588996763756,0,1,0,0,0,0,0,0,0,0
1,0.8461538461538461,1.0,0.0,0,0,0,0,0,0,0,0,0,0
1,0.6923076923076923,1.0,0.06666666666666667,0,1,0,1,0,0,1,0,0,0
1,0.7692307692307693,1.0,0.0,0,1,0,1,0,0,1,0,0,0
1,0.7692307692307693,0.5,0.0,0,0,0,1,0,0,0,0,0,0
1,0.8461538461538461,1.0,0.0,0,1,0,1,0,0,1,0,0,0
1,0.6923076923076923,0.75,0.0,0,0,0,1,0,1,0,0,0,0
1,0.9230769230769231,0.75,0.13333333333333333,0,0,0,1,0,0,0,0,0,0
0,0.7692307692307693,0.5,0.061488673139158574,0,0,0,0,0,0,0,0,0,0
0,0.9230769230769231,0.75,0.5533980582524272,1,1,0,0,0,0,0,0,0,0
0,0.7692307692307693,1.0,0.18446601941747573,0,0,0,0,0,0,0,0,0,0
0,0.7692307692307693,0.75,0.3042071197411003,1,0,0,0,0,0,0,0,0,0
0,0.8461538461538461,0.75,0.3851132686084142,1,1,0,0,0,0,0,0,0,1
0,0.7692307692307693,0.75,0.284789644012945,0,0,0,0,1,0,0,0,0,0
1,0.9230769230769231,0.75,0.0,0,0,0,1,0,0,0,0,0,0
1,0.8461538461538461,1.0,0.06666666666666667,0,0,0,1,0,0,0,0,0,0
1,0.8461538461538461,0.5,0.0,0,0,0,1,0,0,0,0,0,0
0,0.9230769230769231,0.5,0.2621359223300971,1,1,0,0,0,0,0,0,0,0
0,0.9230769230769231,0.5,0.3042071197411003,1,0,1,0,0,0,0,0,0,1
0,0.6923076923076923,0.75,0.40129449838187703,1,1,0,0,0,0,0,1,0,0
0,0.7692307692307693,0.75,0.4854368932038835,1,0,0,0,0,0,0,0,0,1
0,0.7692307692307693,1.0,0.5016181229773463,1,1,0,0,0,1,0,0,0,0
0,0.9230769230769231,0.75,0.47896440129449835,1,0,1,0,0,0,0,0,0,0
1,0.9230769230769231,0.75,0.0,0,1,1,0,0,0,1,0,0,0
0,0.9230769230769231,0.75,0.47572815533980584,1,0,1,0,0,0,0,0,0,0
1,0.6923076923076923,0.5,0.0,0,1,0,1,0,0,1,0,0,0
1,0.6153846153846154,1.0,0.06666666666666667,0,0,0,1,0,0,0,0,0,0
0,0.7692307692307693,1.0,0.3300970873786408,1,1,0,0,0,0,0,0,0,0
0,0.9230769230769231,1.0,0.343042071197411,1,1,1,0,0,0,0,0,0,0
1,0.9230769230769231,0.75,0.0,0,0,0,1,0,0,0,0,0,0
1,0.9230769230769231,0.0,0.0,0,1,1,0,0,0,1,0,0,0
1,0.6923076923076923,0.75,0.0,0,1,0,1,0,0,1,0,0,0
0,1.0,1.0,0.2524271844660194,1,0,0,0,0,0,0,0,0,0
1,0.7692307692307693,0.75,0.0,0,1,0,1,0,0,1,0,0,0
0,0.9230769230769231,0.75,0.5145631067961165,0,1,1,0,0,1,0,0,0,0
0,0.9230769230769231,1.0,0.3268608414239482,1,0,1,0,0,0,0,0,0,0
0,0.6923076923076923,1.0,0.1650485436893204,0,0,0,0,0,0,0,0,0,0
0,0.8461538461538461,1.0,0.29449838187702265,1,0,1,0,0,0,0,0,0,0
0,0.9230769230769231,1.0,0.2588996763754045,0,1,0,0,0,0,0,0,0,0
0,0.8461538461538461,1.0,0.26537216828478966,1,1,0,0,0,0,0,1,0,0
0,0.6923076923076923,0.5,0.3333333333333333,0,0,0,0,0,0,0,0,1,0
0,0.7692307692307693,1.0,0.18446601941747573,0,0,0,0,0,0,0,0,0,0
0,0.7692307692307693,1.0,0.32038834951456313,1,0,0,0,1,0,0,0,0,0
0,0.9230769230769231,1.0,0.2750809061488673,1,1,1,0,0,0,0,0,0,0
0,0.9230769230769231,1.0,0.1553398058252427,0,0,0,0,0,0,0,0,0,0
0,0.7692307692307693,1.0,0.313915857605178,0,1,1,0,0,0,0,1,0,0
1,0.9230769230769231,0.0,0.2,0,0,1,0,0,0,0,0,0,0
0,0.9230769230769231,1.0,0.41423948220064727,1,1,0,0,0,0,0,0,0,0
0,0.9230769230769231,1.0,0.343042071197411,1,1,0,0,0,0,0,0,0,0
0,0.8461538461538461,1.0,0.21359223300970873,1,0,0,0,1,0,0,0,0,0
0,0.9230769230769231,0.75,0.3333333333333333,1,1,0,0,0,0,0,0,0,1
0,0.9230769230769231,1.0,0.36245954692556637,1,0,1,0,0,1,0,0,0,0
0,0.6153846153846154,1.0,0.18446601941747573,0,0,0,0,0,0,0,0,0,0
0,0.7692307692307693,1.0,0.19741100323624594,0,0,0,0,0,0,0,0,0,0
0,0.7692307692307693,1.0,0.34627831715210355,1,0,1,0,0,0,0,1,0,0
1,0.6923076923076923,1.0,0.0,0,1,0,1,0,0,1,0,0,0
0,0.6923076923076923,1.0,0.1650485436893204,1,0,0,0,1,0,0,0,0,0
0,0.7692307692307693,0.75,0.46601941747572817,1,0,0,0,0,1,0,0,0,0
0,0.8461538461538461,0.25,0.35275080906148865,0,1,1,0,0,0,0,0,0,0
1,0.9230769230769231,1.0,0.0,0,0,0,1,0,1,0,0,0,0
0,0.9230769230769231,1.0,0.27184466019417475,1,0,1,0,0,0,0,0,0,0
0,0.7692307692307693,0.5,0.1941747572815534,0,0,0,0,1,0,0,0,0,0
1,0.9230769230769231,0.25,0.0,0,0,1,0,0,0,0,0,0,0
0,0.8461538461538461,1.0,0.2750809061488673,0,0,0,0,0,1,0,0,0,0
1,0.9230769230769231,0.5,0.0,0,0,0,1,0,0,0,0,0,0
0,0.9230769230769231,0.0,0.1262135922330097,0,0,0,0,0,0,0,0,1,0
0,0.7692307692307693,0.25,0.2815533980582524,0,0,1,0,0,0,0,0,1,0
0,0.6923076923076923,0.75,0.2783171521035599,0,0,0,0,1,0,0,0,0,0
0,0.9230769230769231,1.0,0.2459546925566343,1,1,0,0,0,0,0,0,0,1
0,0.8461538461538461,0.75,0.31715210355987056,0,1,1,0,0,0,0,1,0,0
1,0.7692307692307693,0.5,0.0,0,0,1,0,0,0,0,0,0,0
1,0.9230769230769231,0.75,0.06666666666666667,0,1,0,0,0,0,1,0,0,0
0,0.9230769230769231,0.5,0.32038834951456313,1,0,1,0,0,1,0,0,0,0
0,0.9230769230769231,0.75,0.3851132686084142,0,1,0,0,0,0,0,1,0,0
0,0.9230769230769231,0.0,0.26537216828478966,0,0,0,0,0,0,0,0,1,0
1,0.9230769230769231,1.0,0.0,0,0,0,1,0,0,0,0,0,0
0,0.8461538461538461,1.0,0.2588996763754045,1,0,0,0,0,0,0,0,0,0
1,0.6923076923076923,0.25,0.26666666666666666,0,0,1,0,0,0,0,0,0,0
1,0.6923076923076923,0.25,0.0,0,0,1,0,0,1,0,0,0,0
0,0.6923076923076923,0.0,0.28802588996763756,0,0,0,0,0,0,0,1,1,0
0,0.8461538461538461,0.75,0.11974110032362459,0,0,0,0,1,0,0,0,0,0
0,0.8461538461538461,1.0,0.2621359223300971,0,0,0,0,0,0,0,0,0,0
0,0.8461538461538461,1.0,0.3268608414239482,1,1,1,0,0,0,0,0,0,0
0,0.7692307692307693,0.75,0.284789644012945,0,0,0,0,0,0,0,0,0,0
0,0.9230769230769231,1.0,0.343042071197411,0,1,0,0,0,0,0,0,0,1
0,0.8461538461538461,0.75,0.313915857605178,0,0,0,0,0,1,0,0,0,0
0,0.9230769230769231,0.75,0.2815533980582524,1,0,1,0,0,0,0,0,0,1
0,0.7692307692307693,1.0,0.2815533980582524,1,1,1,0,0,0,0,0,0,0
0,0.9230769230769231,0.25,0.29449838187702265,0,1,0,0,0,0,0,0,0,0
0,0.7692307692307693,0.75,0.3106796116504854,1,0,1,0,0,0,0,0,0,1
0,0.8461538461538461,1.0,0.2815533980582524,1,1,0,0,0,0,0,0,0,0
0,0.9230769230769231,0.75,0.2977346278317152,0,1,0,0,0,0,0,0,0,1
1,0.9230769230769231,1.0,0.0,0,0,1,1,0,0,0,0,0,0
0,0.9230769230769231,1.0,0.28802588996763756,0,1,1,0,0,0,0,1,0,0
1,0.9230769230769231,0.75,0.0,0,0,0,0,0,0,0,0,0,0
0,0.8461538461538461,0.75,0.32362459546925565,0,1,0,0,0,0,0,0,0,0
0,0.9230769230769231,0.75,0.32362459546925565,1,1,0,0,0,0,0,0,0,1
0,0.8461538461538461,0.75,0.32362459546925565,0,0,0,0,0,0,0,0,0,0
0,0.8461538461538461,0.0,0.13592233009708737,0,0,0,0,0,0,0,0,1,0
0,0.9230769230769231,0.25,0.13592233009708737,0,0,0,0,0,0,0,0,1,0
1,0.9230769230769231,0.0,0.26666666666666666,0,0,0,0,0,0,0,0,0,0
0,0.7692307692307693,0.0,0.2815533980582524,0,0,0,0,1,0,0,0,0,0
0,0.8461538461538461,1.0,0.3333333333333333,0,0,0,0,1,0,0,0,0,0
1,0.9230769230769231,1.0,0.06666666666666667,0,1,0,0,0,1,1,0,0,0
0,0.9230769230769231,1.0,0.23300970873786409,1,0,0,0,0,1,0,0,0,0
0,0.9230769230769231,0.75,0.3074433656957929,0,0,1,0,0,0,0,0,0,1
1,0.9230769230769231,0.75,0.06666666666666667,0,0,1,1,0,0,0,0,0,0
0,0.9230769230769231,0.75,0.35275080906148865,1,0,0,0,0,0,0,0,0,1
0,0.6153846153846154,1.0,0.28802588996763756,0,0,0,0,1,0,0,0,0,0
0,0.9230769230769231,0.5,0.32362459546925565,1,0,0,0,1,0,0,0,0,0
0,0.6923076923076923,1.0,0.3268608414239482,1,1,0,0,0,0,0,0,0,1
0,0.6923076923076923,1.0,0.28802588996763756,1,1,1,0,0,0,0,0,0,0
0,0.8461538461538461,0.75,0.5469255663430421,0,0,1,0,0,1,0,0,0,0
0,0.8461538461538461,0.75,0.3948220064724919,1,1,0,0,0,0,0,0,0,0
0,0.7692307692307693,1.0,0.30097087378640774,0,1,0,0,0,0,0,1,0,0
1,0.7692307692307693,0.5,0.0,0,0,0,1,0,0,0,0,0,0
0,0.6923076923076923,0.5,0.13268608414239483,0,0,0,0,1,0,0,0,0,0
1,0.8461538461538461,0.75,0.0,0,0,0,0,0,0,0,0,0,0
1,0.9230769230769231,0.75,0.06666666666666667,0,0,0,0,0,0,0,0,0,0
0,0.6923076923076923,1.0,0.2524271844660194,0,0,0,0,1,0,0,0,0,0
0,0.9230769230769231,0.75,0.35275080906148865,0,0,0,0,0,1,0,0,0,0
0,0.9230769230769231,0.75,0.3851132686084142,0,1,0,0,0,0,0,0,0,0
0,0.7692307692307693,0.75,0.31715210355987056,0,0,0,0,1,0,0,0,0,0
1,0.6923076923076923,1.0,0.13333333333333333,0,1,0,0,0,0,1,0,0,0
1,0.8461538461538461,1.0,0.0,0,1,0,0,0,0,1,0,0,0
0,0.6923076923076923,1.0,0.16181229773462782,0,0,0,0,1,0,0,0,0,0
1,0.8461538461538461,0.5,0.0,0,0,0,0,0,0,0,0,0,0
0,0.8461538461538461,0.75,0.16181229773462782,0,0,0,0,1,0,0,0,0,0
0,0.8461538461538461,0.75,0.34627831715210355,0,0,0,0,1,0,0,0,0,0
0,0.8461538461538461,0.0,0.022653721682847898,0,0,0,0,1,0,0,0,0,0
0,0.8461538461538461,1.0,0.3106796116504854,0,0,0,0,0,0,0,0,0,0
0,0.8461538461538461,0.75,0.2977346278317152,0,1,0,0,0,1,0,0,0,0
0,0.8461538461538461,0.75,0.37540453074433655,0,1,0,0,0,0,0,0,0,0
0,0.8461538461538461,0.75,0.517799352750809,0,1,0,0,0,0,0,1,0,0
1,0.9230769230769231,1.0,0.5333333333333333,0,0,0,0,0,0,0,0,0,0
0,0.8461538461538461,1.0,0.16828478964401294,0,0,0,0,1,0,0,0,0,0
0,0.9230769230769231,1.0,0.2621359223300971,0,0,0,0,1,0,0,0,0,0
1,0.6153846153846154,0.75,0.0,0,1,0,0,0,0,1,0,0,0
0,0.9230769230769231,0.75,0.30097087378640774,0,0,1,0,0,0,0,0,0,0
0,0.8461538461538461,0.75,0.32038834951456313,0,1,1,0,0,0,0,0,0,0
0,0.8461538461538461,1.0,0.2815533980582524,0,1,0,0,0,0,0,0,0,0
1,0.7692307692307693,1.0,0.06666666666666667,0,0,1,0,0,0,0,0,0,0
0,0.8461538461538461,1.0,0.3333333333333333,0,1,0,0,0,0,0,0,0,0
0,0.9230769230769231,0.75,0.22330097087378642,0,0,0,0,0,0,0,0,0,0
1,0.7692307692307693,1.0,0.0,0,1,0,1,0,0,1,0,0,0
0,0.8461538461538461,0.75,0.40129449838187703,1,0,1,0,0,0,0,0,0,0
0,0.6923076923076923,0.5,0.3656957928802589,1,1,0,0,0,0,0,0,0,0
0,0.7692307692307693,0.75,0.4045307443365696,1,0,0,0,1,0,0,0,0,0
0,0.8461538461538461,1.0,0.18770226537216828,0,0,0,0,0,0,0,0,0,0
0,0.6923076923076923,1.0,0.17475728155339806,0,0,0,0,0,0,0,0,0,0
0,0.6923076923076923,0.5,0.24919093851132687,1,0,0,0,1,0,0,0,0,0
0,0.7692307692307693,0.0,0.24919093851132687,0,0,0,0,0,0,0,0,1,0
0,0.7692307692307693,0.0,0.23300970873786409,0,0,0,0,0,0,0,0,1,0
0,0.7692307692307693,0.0,0.23300970873786409,0,0,0,0,0,0,0,0,1,0
0,0.7692307692307693,0.0,0.2459546925566343,0,0,0,0,0,0,0,0,1,0
0,0.9230769230769231,1.0,0.2912621359223301,1,1,1,0,0,0,0,0,0,0
0,0.9230769230769231,1.0,0.4077669902912621,1,1,0,0,0,0,0,0,0,0
0,0.9230769230769231,0.75,0.33980582524271846,0,0,1,0,0,0,0,1,0,0
0,0.8461538461538461,0.75,0.27184466019417475,1,1,0,0,0,0,0,0,0,0
0,1.0,0.75,0.22006472491909385,0,1,0,0,0,0,0,0,0,0
1,0.6923076923076923,0.75,0.0,0,1,0,1,0,0,1,0,0,0
0,0.8461538461538461,0.5,0.3042071197411003,0,1,0,0,0,0,0,0,0,0
0,0.9230769230769231,0.75,0.284789644012945,0,1,0,0,0,0,0,0,0,0
0,0.9230769230769231,0.75,0.2588996763754045,1,1,1,0,0,0,0,0,0,0
0,0.8461538461538461,1.0,0.26537216828478966,1,1,1,0,0,0,0,0,0,0
0,0.7692307692307693,1.0,0.3656957928802589,1,0,1,0,0,0,0,0,0,0
0,0.9230769230769231,0.75,0.4110032362459547,1,0,0,0,0,0,0,0,0,0
0,0.6923076923076923,1.0,0.34951456310679613,1,1,0,0,0,0,0,1,0,0
0,0.8461538461538461,1.0,0.3559870550161812,0,1,1,0,0,0,0,0,0,0
0,0.9230769230769231,1.0,0.3042071197411003,1,1,0,0,0,0,0,0,0,0
1,0.8461538461538461,0.75,0.0,0,0,0,0,0,0,0,0,0,0
0,0.8461538461538461,0.75,0.32038834951456313,1,1,0,0,0,0,0,1,0,0
0,0.9230769230769231,0.75,0.3333333333333333,1,0,1,0,0,0,0,0,0,0
0,0.9230769230769231,0.75,0.5080906148867314,0,0,1,0,0,1,0,0,0,0
0,0.7692307692307693,0.75,0.4336569579288026,1,1,1,0,0,0,0,0,0,0
0,0.9230769230769231,0.75,0.5436893203883495,1,0,0,0,0,0,0,0,0,0
0,0.9230769230769231,0.75,0.5436893203883495,1,0,0,0,0,0,0,0,0,0
0,0.9230769230769231,0.5,0.3268608414239482,1,0,0,0,1,0,0,0,0,0
0,0.9230769230769231,0.75,0.2977346278317152,1,0,0,0,1,0,0,0,0,0
0,0.7692307692307693,0.75,0.2815533980582524,0,1,0,0,0,0,0,1,0,0
0,0.7692307692307693,0.75,0.4045307443365696,0,1,1,0,0,1,0,0,0,0
1,0.8461538461538461,0.75,0.0,0,0,1,1,0,1,0,0,0,0
1,0.8461538461538461,0.5,0.0,0,0,0,1,0,0,0,0,0,0
0,0.9230769230769231,0.75,0.32362459546925565,0,1,0,0,0,0,0,0,0,1
0,0.9230769230769231,0.75,0.3818770226537217,0,0,0,0,0,1,0,0,0,0
0,0.7692307692307693,0.0,0.08737864077669903,0,0,0,0,0,0,0,0,1,0
0,0.9230769230769231,0.0,0.14563106796116504,0,0,0,0,0,0,0,0,1,0
0,0.9230769230769231,0.5,0.4401294498381877,0,0,0,0,0,0,0,0,0,0
0,0.8461538461538461,0.5,0.3300970873786408,0,0,1,0,0,0,0,0,0,0
1,0.8461538461538461,0.25,0.13333333333333333,0,0,1,0,0,0,0,0,0,0
0,0.6923076923076923,1.0,0.3268608414239482,1,1,0,0,0,0,0,1,0,0
0,0.9230769230769231,0.75,0.5145631067961165,0,1,1,0,0,1,0,0,0,0
0,0.9230769230769231,0.75,0.49838187702265374,1,1,0,0,0,0,0,0,0,0
0,0.8461538461538461,0.5,0.038834951456310676,0,1,0,0,0,0,0,1,0,0
0,0.9230769230769231,0.25,0.3333333333333333,0,0,1,0,0,0,0,0,1,0
0,0.7692307692307693,1.0,0.4110032362459547,1,0,0,0,0,1,0,0,0,0
0,0.8461538461538461,1.0,0.2750809061488673,1,0,0,0,0,0,0,0,0,0
1,0.9230769230769231,1.0,0.0,0,0,0,1,0,0,0,0,0,0
0,0.7692307692307693,0.75,0.4627831715210356,1,1,0,0,0,1,0,0,0,0
1,0.7692307692307693,0.75,0.0,0,0,0,1,0,0,0,0,0,0
1,0.7692307692307693,0.75,0.0,0,0,0,1,0,0,0,0,0,0
0,0.5384615384615384,0.75,0.19741100323624594,0,0,0,0,0,0,0,0,0,0
0,0.9230769230769231,0.5,0.3268608414239482,1,1,0,0,0,0,0,1,0,0
0,0.6923076923076923,0.75,0.40129449838187703,1,1,0,0,0,0,0,0,0,0
0,0.6923076923076923,0.5,0.28802588996763756,0,0,0,0,0,0,0,0,1,0
1,0.9230769230769231,0.5,0.13333333333333333,0,1,0,1,0,0,1,0,0,0
1,0.8461538461538461,0.75,0.0,0,0,0,1,0,0,0,0,0,0
0,0.7692307692307693,1.0,0.313915857605178,0,1,0,0,0,0,0,0,0,0
0,0.6923076923076923,0.5,0.22330097087378642,1,1,0,0,0,0,0,1,0,0
1,0.8461538461538461,1.0,0.0,0,1,0,0,0,1,1,0,0,0
1,0.8461538461538461,1.0,0.0,0,0,0,1,0,0,0,0,0,0
1,0.8461538461538461,1.0,0.0,0,0,1,1,0,0,0,0,0,0
0,0.8461538461538461,0.5,0.37216828478964403,0,0,1,0,0,1,0,0,0,0
0,0.8461538461538461,1.0,0.34627831715210355,1,0,1,0,0,0,0,0,0,0
0,0.8461538461538461,0.25,0.20064724919093851,0,0,0,0,0,0,0,0,1,0
1,0.8461538461538461,0.5,0.26666666666666666,0,0,0,0,0,0,0,0,0,0
0,0.8461538461538461,1.0,0.19741100323624594,0,0,0,0,0,0,0,0,0,0
0,0.5384615384615384,1.0,0.18122977346278318,0,0,0,0,0,0,0,0,0,0
0,0.7692307692307693,0.75,0.3851132686084142,1,1,1,0,0,0,0,0,0,0
0,0.8461538461538461,1.0,0.2815533980582524,0,0,0,0,0,1,0,0,0,0
0,0.8461538461538461,0.5,0.18446601941747573,1,0,0,0,1,0,0,0,0,0
0,0.8461538461538461,0.75,0.42394822006472493,1,1,0,0,0,0,0,1,0,0
1,0.7692307692307693,0.25,0.06666666666666667,0,0,0,0,0,0,0,0,0,0
0,0.8461538461538461,1.0,0.2783171521035599,0,0,0,0,1,0,0,0,0,0
1,0.8461538461538461,1.0,0.0,0,0,0,1,0,0,0,0,0,0
1,0.6923076923076923,1.0,0.0,0,0,0,1,0,0,0,0,0,0
0,1.0,0.75,0.511326860841424,1,1,0,0,0,0,0,0,0,0
0,0.6153846153846154,0.5,0.2686084142394822,0,0,0,0,1,0,0,0,0,0
0,0.8461538461538461,0.5,0.27184466019417475,0,0,0,0,0,0,0,0,0,0
0,0.7692307692307693,1.0,0.4110032362459547,1,0,0,0,0,0,0,0,0,0
0,0.6923076923076923,0.25,0.3365695792880259,1,0,1,0,0,1,0,0,0,0
1,0.6923076923076923,1.0,0.06666666666666667,0,1,0,0,0,0,1,0,0,0
0,0.6923076923076923,1.0,0.24919093851132687,1,0,0,0,0,1,0,0,0,0
0,0.6923076923076923,0.75,0.2459546925566343,0,1,0,0,0,0,0,1,0,0
0,0.7692307692307693,1.0,0.19093851132686085,0,0,0,0,0,0,0,0,0,0
1,0.8461538461538461,0.5,0.0,0,0,0,1,0,0,0,0,0,0
1,0.9230769230769231,0.25,0.06666666666666667,0,0,1,0,0,0,0,0,0,0
0,0.9230769230769231,0.25,0.2912621359223301,0,0,1,0,0,0,0,0,1,0
0,0.6923076923076923,0.75,0.2524271844660194,1,1,0,0,0,0,0,0,0,1
0,0.8461538461538461,0.75,0.27184466019417475,1,1,1,0,0,0,0,0,0,0
1,0.9230769230769231,0.75,0.06666666666666667,0,0,0,0,0,0,0,0,0,0
1,0.9230769230769231,1.0,0.0,0,1,0,1,0,0,1,0,0,0
1,0.6923076923076923,1.0,0.0,0,1,0,1,0,0,1,0,0,0
0,0.9230769230769231,1.0,0.1650485436893204,0,0,0,0,0,0,0,0,0,0
1,0.6923076923076923,1.0,0.0,0,0,0,0,0,0,0,0,0,0
0,0.9230769230769231,1.0,0.3074433656957929,0,0,0,0,1,0,0,0,0,0
0,0.7692307692307693,0.75,0.3559870550161812,1,1,1,0,0,0,0,0,0,0
0,0.7692307692307693,0.75,0.284789644012945,1,1,0,0,0,1,0,0,0,0
0,0.6153846153846154,1.0,0.2783171521035599,1,0,0,0,0,0,0,0,0,0
1,0.7692307692307693,1.0,0.26666666666666666,0,0,1,0,0,0,0,0,0,0
1,0.9230769230769231,0.75,0.4666666666666667,0,0,0,0,0,1,0,0,0,0
0,0.8461538461538461,1.0,0.1941747572815534,0,0,0,0,0,0,0,0,0,0
1,0.8461538461538461,1.0,0.0,0,0,0,1,0,1,0,0,0,0
0,0.8461538461538461,0.5,0.34627831715210355,0,0,1,0,0,0,0,0,0,1
0,0.9230769230769231,0.25,0.3074433656957929,0,0,1,0,0,0,0,0,1,0
0,0.8461538461538461,1.0,0.3948220064724919,1,1,0,0,0,0,0,0,0,0
0,0.9230769230769231,0.75,0.3333333333333333,1,1,0,0,0,0,0,0,0,0
0,0.7692307692307693,0.75,0.2912621359223301,0,0,0,0,0,0,0,0,0,0
0,0.9230769230769231,0.5,0.4401294498381877,0,0,1,0,0,0,0,0,0,1
0,0.7692307692307693,1.0,0.2815533980582524,1,1,0,0,0,0,0,1,0,0
0,0.7692307692307693,0.75,0.3883495145631068,1,1,0,0,0,0,0,0,0,0
1,0.8461538461538461,1.0,0.13333333333333333,0,0,1,0,0,1,0,0,0,0
1,0.7692307692307693,0.75,0.0,0,0,1,1,0,0,0,0,0,0
1,0.7692307692307693,0.5,0.0,0,0,0,1,0,0,0,0,0,0
1,0.8461538461538461,0.0,0.13333333333333333,0,0,0,0,0,0,0,0,0,0
0,0.6923076923076923,0.75,0.5339805825242718,1,1,0,0,0,1,0,0,0,0
0,0.6153846153846154,1.0,0.2588996763754045,0,0,0,0,1,0,0,0,0,0
0,1.0,0.75,0.31715210355987056,1,0,1,0,0,1,0,0,0,0
0,0.8461538461538461,1.0,0.29449838187702265,0,0,0,0,0,0,0,0,0,0
1,0.8461538461538461,1.0,0.0,0,0,1,0,0,0,0,0,0,0
0,0.6153846153846154,0.75,0.313915857605178,1,0,1,0,0,0,0,0,0,0
0,0.9230769230769231,0.75,0.36893203883495146,1,1,0,0,0,0,0,0,0,0
0,0.7692307692307693,0.5,0.42071197411003236,1,1,0,0,0,1,0,0,0,0
0,0.6153846153846154,1.0,0.2524271844660194,0,0,0,0,1,0,0,0,0,0
0,0.7692307692307693,0.75,0.284789644012945,0,1,0,0,0,0,0,0,0,0
1,0.8461538461538461,0.75,0.0,0,0,0,1,0,0,0,0,0,0
1,0.5384615384615384,0.5,0.0,0,1,0,1,0,0,1,0,0,0
0,0.9230769230769231,0.5,0.3268608414239482,0,0,0,0,1,0,0,0,0,0
0,0.8461538461538461,0.75,0.3333333333333333,1,1,0,0,0,0,0,1,0,0
0,0.9230769230769231,0.5,0.35275080906148865,0,1,0,0,0,0,0,0,0,0
0,0.7692307692307693,0.75,0.3851132686084142,1,0,1,0,0,0,0,0,0,1
1,0.6923076923076923,0.25,0.0,0,0,1,0,0,0,0,0,0,0
1,0.8461538461538461,1.0,0.0,0,0,0,1,0,0,0,0,0,0
0,0.6153846153846154,0.75,0.32038834951456313,1,0,0,0,1,0,0,0,0,0
0,0.7692307692307693,0.75,0.2750809061488673,1,0,1,0,0,0,0,1,0,0
1,0.8461538461538461,0.75,0.13333333333333333,0,1,1,0,0,0,1,0,0,0
0,0.6153846153846154,1.0,0.3106796116504854,0,0,0,0,1,0,0,0,0,0
1,0.9230769230769231,1.0,0.0,0,0,1,0,0,0,0,0,0,0
0,0.9230769230769231,1.0,0.5922330097087378,1,1,0,0,0,0,0,0,0,0
0,0.8461538461538461,0.5,0.1488673139158576,0,0,0,0,1,0,0,0,0,0
1,0.6923076923076923,1.0,0.0,0,0,0,1,0,0,0,0,0,0
0,0.8461538461538461,0.5,0.29449838187702265,0,0,1,0,0,1,0,0,0,0
0,0.8461538461538461,0.5,0.2815533980582524,0,0,1,0,0,0,0,0,0,0
0,0.8461538461538461,0.5,0.2977346278317152,0,0,1,0,0,1,0,0,0,0
0,0.6923076923076923,1.0,0.3042071197411003,1,1,0,0,0,0,0,0,0,0
0,0.6923076923076923,0.75,0.34627831715210355,1,0,0,0,0,0,0,0,0,0
1,0.6153846153846154,0.75,0.0,0,1,0,1,0,0,1,0,0,0
0,0.9230769230769231,0.75,0.3042071197411003,0,1,0,0,0,1,0,0,0,0
1,0.9230769230769231,0.25,0.13333333333333333,0,0,0,0,0,1,0,0,0,0
0,0.9230769230769231,0.5,0.22653721682847897,1,1,0,0,0,0,0,0,0,1
0,0.8461538461538461,1.0,0.2750809061488673,0,0,0,0,0,1,0,0,0,0
0,0.7692307692307693,0.5,0.47572815533980584,0,0,0,0,0,1,0,0,0,0
0,0.7692307692307693,1.0,0.3042071197411003,1,0,0,0,1,0,0,0,0,0
0,0.8461538461538461,1.0,0.284789644012945,0,0,0,0,0,0,0,0,0,0
0,0.8461538461538461,1.0,0.28802588996763756,0,0,0,0,0,0,0,0,0,0
1,0.8461538461538461,0.5,0.0,0,0,0,0,0,0,0,0,0,0
1,0.9230769230769231,0.75,0.0,0,1,0,0,0,0,1,0,0,0
1,0.8461538461538461,0.5,0.0,0,1,0,1,0,0,1,0,0,0
